Order ID,Customer Name,Category,Sub Category,City,Order Date,Region,Sales,Discount,Profit,State
OD31,Ramesh,Beverages,Soft Drinks,Dharmapuri,9/17/2016,East,2398.185130043676,0.24,166.05,Tamil Nadu
OD32,Mathew,Snacks,Noodles,Vellore,9/17/2016,East,1890.3189458312513,0.11,420.0,Tamil Nadu
OD33,Akash,Oil & Masala,Edible Oil & Ghee,Trichy,9/17/2016,East,3003.650550289185,0.26,670.53,Tamil Nadu
OD34,Anu,Oil & Masala,Masalas,Madurai,9/17/2016,East,2371.7426240993486,0.34,337.8,Tamil Nadu
OD35,Anu,Beverages,Health Drinks,Vellore,10/19/2018,Central,1263.863883389148,0.32,80.9,Tamil Nadu
OD36,Sabeela,"Eggs, Meat & Fish",Eggs,Tirunelveli,12-08-2017,Central,1528.013278278666,0.22,569.25,Tamil Nadu
OD37,James,Beverages,Soft Drinks,Salem,12-08-2017,Central,1443.857859773444,0.35,56.04,Tamil Nadu
OD38,Willams,Fruits & Veggies,Organic Vegetables,Ramanadhapuram,12/27/2016,Central,1413.6206652266785,0.16,446.82,Tamil Nadu
OD39,Jonas,Fruits & Veggies,Fresh Fruits,Chennai,12/27/2016,Central,2017.4696228378853,0.19,280.16,Tamil Nadu
OD40,Sabeela,"Eggs, Meat & Fish",Chicken,Cumbum,12/27/2016,Central,2790.783122735236,0.23,879.35,Tamil Nadu
OD41,Malik,Beverages,Health Drinks,Namakkal,12/27/2016,Central,896.8387942796973,0.19,92.4,Tamil Nadu
OD42,Arutra,Beverages,Soft Drinks,Salem,09-10-2018,Central,2404.3715949262864,0.18,616.44,Tamil Nadu
OD43,Sharon,Snacks,Cookies,Bodi,7/17/2017,West,1386.613569681116,0.25,345.78,Tamil Nadu
OD44,Mathew,Snacks,Cookies,Dharmapuri,9/19/2018,South,2934.7149359493155,0.2,1039.95,Tamil Nadu
OD45,Amrish,Bakery,Biscuits,Krishnagiri,03-11-2017,Central,1841.1867930018966,0.17,731.72,Tamil Nadu
OD46,Vince,"Eggs, Meat & Fish",Eggs,Madurai,03-11-2017,Central,1722.4821224079515,0.19,355.0,Tamil Nadu
OD47,Suresh,Fruits & Veggies,Organic Vegetables,Nagercoil,10/20/2015,Central,2007.79461390919,0.31,509.4,Tamil Nadu
OD48,Mathew,Snacks,Noodles,Chennai,6/20/2017,East,2314.8997872613745,0.3,610.08,Tamil Nadu
OD49,Ridhesh,Snacks,Noodles,Pudukottai,6/20/2017,East,946.9666878226703,0.18,43.56,Tamil Nadu
OD50,Amrish,Bakery,Cakes,Ooty,4/18/2016,Central,1320.308244439832,0.15,415.47,Tamil Nadu
OD51,Esther,Beverages,Soft Drinks,Salem,4/18/2016,Central,1323.6023740394105,0.29,153.34,Tamil Nadu
OD52,Shah,Beverages,Soft Drinks,Salem,4/18/2016,Central,3254.9000261359975,0.3,553.44,Tamil Nadu
OD53,Sudha,Bakery,Cakes,Theni,4/18/2016,Central,1724.9251525566458,0.19,99.19,Tamil Nadu
OD54,Yusuf,Fruits & Veggies,Fresh Vegetables,Madurai,12-11-2017,East,975.7171033103225,0.33,181.83,Tamil Nadu
OD55,Esther,Fruits & Veggies,Organic Fruits,Nagercoil,12-11-2017,East,1157.5559637096922,0.28,60.8,Tamil Nadu
OD56,Muneer,Food Grains,Atta & Flour,Salem,6/17/2017,East,3097.6008279923067,0.15,611.0,Tamil Nadu
OD57,Komal,"Eggs, Meat & Fish",Fish,Krishnagiri,6/17/2017,East,1681.3462540120508,0.34,271.17,Tamil Nadu
OD58,Veena,Food Grains,Dals & Pulses,Trichy,6/17/2017,East,2426.3839101617623,0.35,194.88,Tamil Nadu
OD59,Sharon,"Eggs, Meat & Fish",Mutton,Trichy,6/17/2017,East,2050.494267572709,0.35,421.12,Tamil Nadu
OD60,Shree,Beverages,Health Drinks,Coimbatore,6/17/2017,East,2709.6931214626525,0.12,678.72,Tamil Nadu
OD61,Roshan,Oil & Masala,Masalas,Virudhunagar,6/17/2017,East,1959.3339188356924,0.28,271.32,Tamil Nadu
OD62,Willams,Snacks,Noodles,Perambalur,6/17/2017,East,1042.3624762475347,0.33,289.46,Tamil Nadu
OD63,Sudeep,"Eggs, Meat & Fish",Fish,Dharmapuri,11/24/2016,West,1164.4815488940446,0.25,184.2,Tamil Nadu
OD64,Yusuf,Fruits & Veggies,Fresh Fruits,Trichy,11/24/2016,West,2342.305426747555,0.31,661.58,Tamil Nadu
OD65,Willams,"Eggs, Meat & Fish",Eggs,Madurai,11/24/2016,West,856.6303174193279,0.22,200.31,Tamil Nadu
OD66,Muneer,"Eggs, Meat & Fish",Mutton,Tirunelveli,11/24/2016,West,2755.378181211318,0.25,766.08,Tamil Nadu
OD67,Vinne,Food Grains,Atta & Flour,Madurai,4/30/2016,Central,1583.8690153678103,0.11,383.04,Tamil Nadu
OD68,Roshan,Fruits & Veggies,Fresh Vegetables,Pudukottai,12-05-2015,West,1554.8098161554747,0.16,510.4,Tamil Nadu
OD69,Ramesh,Food Grains,Atta & Flour,Viluppuram,12-05-2015,West,1787.2257016411638,0.23,77.64,Tamil Nadu
OD70,Peer,Oil & Masala,Masalas,Ooty,06-04-2017,South,1411.2412462326488,0.14,554.4,Tamil Nadu
OD71,Verma,"Eggs, Meat & Fish",Mutton,Kanyakumari,9/18/2017,East,1492.1327231875362,0.31,357.84,Tamil Nadu
OD72,Yusuf,Snacks,Noodles,Kanyakumari,9/14/2018,Central,3513.9474246038017,0.18,1011.88,Tamil Nadu
OD73,Alan,Snacks,Cookies,Theni,4/26/2016,South,1010.4219425801725,0.27,100.94,Tamil Nadu
OD74,Vidya,Fruits & Veggies,Organic Vegetables,Vellore,4/26/2016,South,3494.7278682558263,0.21,475.0,Tamil Nadu
OD75,Arvind,Beverages,Soft Drinks,Vellore,4/26/2016,South,1833.3950870463652,0.13,117.9,Tamil Nadu
OD76,Veronica,Beverages,Soft Drinks,Bodi,12-09-2018,Central,1879.401282901471,0.12,193.57,Tamil Nadu
OD77,Arvind,Fruits & Veggies,Organic Fruits,Ooty,12-09-2018,Central,1767.1308835297714,0.27,75.0,Tamil Nadu
OD78,Anu,Snacks,Noodles,Coimbatore,12-09-2018,Central,1948.864801806735,0.31,488.88,Tamil Nadu
OD79,Haseena,Snacks,Cookies,Vellore,11/26/2015,Central,941.2975998329027,0.2,64.71,Tamil Nadu
OD80,Veena,Fruits & Veggies,Organic Fruits,Chennai,06-12-2017,South,2743.4328789674146,0.26,621.81,Tamil Nadu
OD81,Kumar,Beverages,Health Drinks,Kanyakumari,06-12-2017,South,3016.2425083353364,0.34,912.15,Tamil Nadu
OD82,Amy,Food Grains,Atta & Flour,Bodi,10-12-2015,West,2557.566876185893,0.29,765.16,Tamil Nadu
OD83,Komal,Oil & Masala,Spices,Cumbum,10-12-2015,West,1522.4115104294103,0.26,227.7,Tamil Nadu
OD84,Ravi,Beverages,Soft Drinks,Dharmapuri,09-03-2016,South,2620.4091906183835,0.11,682.66,Tamil Nadu
OD85,Amy,Fruits & Veggies,Organic Fruits,Bodi,11/13/2018,Central,1116.193267857951,0.1,344.52,Tamil Nadu
OD86,Willams,Oil & Masala,Spices,Dindigul,5/28/2018,South,2820.5509254208523,0.25,659.99,Tamil Nadu
OD87,Sharon,Food Grains,Rice,Theni,10/26/2018,Central,2183.8692325037946,0.1,615.65,Tamil Nadu
OD88,Ramesh,"Eggs, Meat & Fish",Eggs,Viluppuram,10/26/2018,Central,2366.241309536406,0.26,665.2,Tamil Nadu
OD89,Sheeba,Bakery,Breads & Buns,Perambalur,04-05-2017,Central,2664.132620984778,0.21,189.99,Tamil Nadu
OD90,Krithika,Food Grains,Dals & Pulses,Madurai,9/17/2017,West,2312.431623938688,0.12,450.72,Tamil Nadu
OD91,Willams,"Eggs, Meat & Fish",Chicken,Ooty,9/17/2017,West,1168.6552635448643,0.34,46.14,Tamil Nadu
OD92,Roshan,Beverages,Health Drinks,Virudhunagar,9/17/2017,West,1621.8188433251316,0.14,409.53,Tamil Nadu
OD93,Ravi,Food Grains,Atta & Flour,Madurai,1/31/2016,Central,2425.483101622899,0.14,383.04,Tamil Nadu
OD94,Ram,Fruits & Veggies,Fresh Fruits,Namakkal,1/31/2016,Central,3300.2616535128836,0.33,270.84,Tamil Nadu
OD95,Mathew,Snacks,Chocolates,Bodi,1/31/2016,Central,1774.3141023225176,0.28,218.45,Tamil Nadu
OD96,Veena,"Eggs, Meat & Fish",Fish,Virudhunagar,11-06-2018,West,1289.8376613797495,0.13,442.8,Tamil Nadu
OD97,Sudha,Food Grains,Atta & Flour,Ooty,11-09-2018,East,2495.599923423185,0.21,723.84,Tamil Nadu
OD98,Sharon,Fruits & Veggies,Fresh Fruits,Trichy,6/17/2018,West,812.6525123338039,0.31,125.35,Tamil Nadu
OD99,Vince,Snacks,Chocolates,Dharmapuri,09-06-2017,Central,3268.59660637343,0.28,391.17,Tamil Nadu
OD100,Krithika,Oil & Masala,Spices,Chennai,8/29/2017,Central,2015.6483978271663,0.26,531.0,Tamil Nadu
OD101,Adavan,Bakery,Cakes,Coimbatore,8/29/2017,Central,2930.174476833722,0.35,910.74,Tamil Nadu
OD102,Roshan,Beverages,Soft Drinks,Coimbatore,8/29/2017,Central,1852.1524592137296,0.17,671.88,Tamil Nadu
OD103,Vinne,Snacks,Chocolates,Nagercoil,12-01-2017,Central,700.6580869129322,0.18,175.77,Tamil Nadu
OD104,Amy,Fruits & Veggies,Fresh Fruits,Ramanadhapuram,11/13/2016,West,1283.704332612425,0.27,184.11,Tamil Nadu
OD105,Suresh,Food Grains,Dals & Pulses,Karur,11/13/2016,West,2745.904286316818,0.14,1035.0,Tamil Nadu
OD106,Komal,Oil & Masala,Masalas,Kanyakumari,11/13/2016,West,2418.26300994829,0.33,78.75,Tamil Nadu
OD107,Sundar,Beverages,Health Drinks,Cumbum,11/23/2018,South,739.0540386653686,0.12,108.0,Tamil Nadu
OD108,Willams,Snacks,Cookies,Tirunelveli,11/23/2018,South,818.7173707677866,0.34,176.88,Tamil Nadu
OD109,Vidya,"Eggs, Meat & Fish",Eggs,Tirunelveli,11/23/2018,South,745.4598017241857,0.21,155.68,Tamil Nadu
OD110,Shree,Fruits & Veggies,Fresh Fruits,Coimbatore,10/15/2016,Central,1453.1828265311688,0.16,271.17,Tamil Nadu
OD111,Sundar,Food Grains,Dals & Pulses,Namakkal,12/25/2018,East,1469.3387202850324,0.12,505.58,Tamil Nadu
OD112,Arvind,Bakery,Breads & Buns,Pudukottai,11-03-2017,Central,2547.1139196502736,0.1,111.0,Tamil Nadu
OD113,Ravi,Oil & Masala,Edible Oil & Ghee,Dindigul,11-03-2017,Central,3137.729610242291,0.3,581.85,Tamil Nadu
OD114,Vinne,Fruits & Veggies,Fresh Vegetables,Krishnagiri,8/25/2015,East,1611.358139780802,0.1,69.24,Tamil Nadu
OD115,Muneer,Snacks,Noodles,Salem,8/25/2015,East,2772.7486465229686,0.11,242.0,Tamil Nadu
OD116,Rumaiza,Snacks,Chocolates,Karur,8/25/2015,East,1814.1519281745364,0.24,287.1,Tamil Nadu
OD117,Hussain,Fruits & Veggies,Organic Fruits,Bodi,8/25/2015,East,1201.8822189483242,0.2,157.59,Tamil Nadu
OD118,Arvind,Fruits & Veggies,Organic Vegetables,Viluppuram,03-02-2016,West,1030.313948902,0.11,186.77,Tamil Nadu
OD119,Akash,Food Grains,Rice,Chennai,04-05-2016,South,1141.6469001507064,0.1,90.3,Tamil Nadu
OD120,Ganesh,"Eggs, Meat & Fish",Chicken,Cumbum,06-12-2017,East,1550.1637295368164,0.12,74.1,Tamil Nadu
OD121,Alan,Fruits & Veggies,Organic Vegetables,Tirunelveli,06-12-2017,East,1788.8052710174504,0.24,174.02,Tamil Nadu
OD122,Harish,Bakery,Cakes,Krishnagiri,06-12-2017,East,920.9707541838214,0.34,201.19,Tamil Nadu
OD123,Veronica,"Eggs, Meat & Fish",Mutton,Tenkasi,06-12-2017,East,3072.627780794358,0.11,188.32,Tamil Nadu
OD124,Anu,Beverages,Soft Drinks,Cumbum,06-12-2017,East,1825.1278916390738,0.27,187.59,Tamil Nadu
OD125,Sudeep,Bakery,Breads & Buns,Madurai,12/26/2015,Central,1412.4685666455264,0.26,390.0,Tamil Nadu
OD126,Yusuf,Fruits & Veggies,Organic Vegetables,Virudhunagar,9/20/2015,Central,1337.0965051345072,0.19,71.12,Tamil Nadu
OD127,Shah,"Eggs, Meat & Fish",Mutton,Karur,11-05-2018,West,2718.7858563292616,0.17,870.24,Tamil Nadu
OD128,Harish,Oil & Masala,Spices,Tirunelveli,11-05-2018,West,1665.8627035623615,0.23,336.18,Tamil Nadu
OD129,Sharon,Food Grains,Rice,Bodi,11-06-2017,West,2106.759169029778,0.29,597.78,Tamil Nadu
OD130,Peer,Food Grains,Atta & Flour,Coimbatore,11-06-2017,West,2304.6540346936727,0.22,126.07,Tamil Nadu
OD131,Haseena,Snacks,Chocolates,Tenkasi,02-02-2018,East,1613.9963413425608,0.29,416.13,Tamil Nadu
OD132,Sundar,Beverages,Soft Drinks,Nagercoil,02-02-2018,East,3013.520500279033,0.28,105.6,Tamil Nadu
OD133,Ram,"Eggs, Meat & Fish",Fish,Ramanadhapuram,02-02-2018,East,802.4125623215292,0.24,140.8,Tamil Nadu
OD134,Shah,Bakery,Cakes,Tenkasi,10/13/2017,West,2034.961624999313,0.12,315.02,Tamil Nadu
OD135,Harish,Beverages,Health Drinks,Ramanadhapuram,10/13/2017,West,2795.5306292163186,0.18,664.44,Tamil Nadu
OD136,Veena,Fruits & Veggies,Organic Fruits,Cumbum,10/13/2017,West,2059.1906199175082,0.19,514.8,Tamil Nadu
OD137,Sundar,Oil & Masala,Spices,Viluppuram,10/13/2017,West,2569.1466583454226,0.3,674.28,Tamil Nadu
OD138,Jackson,"Eggs, Meat & Fish",Eggs,Theni,10/13/2017,West,1021.1472665449678,0.14,329.46,Tamil Nadu
OD139,Malik,Snacks,Noodles,Theni,10/13/2017,West,1504.3532456324008,0.19,484.44,Tamil Nadu
OD140,Hussain,"Eggs, Meat & Fish",Mutton,Ooty,10/13/2017,West,1411.0419623719856,0.28,424.32,Tamil Nadu
OD141,Veena,Bakery,Biscuits,Perambalur,09-05-2017,East,1301.3780303367175,0.32,381.04,Tamil Nadu
OD142,Aditi,Oil & Masala,Masalas,Tirunelveli,9/18/2018,West,3328.993545888327,0.14,223.47,Tamil Nadu
OD143,Surya,Food Grains,Atta & Flour,Kanyakumari,9/18/2018,West,1340.6759881860762,0.11,293.7,Tamil Nadu
OD144,Sharon,"Eggs, Meat & Fish",Fish,Tenkasi,9/18/2018,West,1054.5244901777212,0.24,252.45,Tamil Nadu
OD145,Vinne,"Eggs, Meat & Fish",Mutton,Tenkasi,12/22/2018,Central,3186.349835457896,0.2,624.78,Tamil Nadu
OD146,Malik,Oil & Masala,Edible Oil & Ghee,Coimbatore,09-07-2016,West,1974.705727412661,0.13,573.87,Tamil Nadu
OD147,Ridhesh,Food Grains,Organic Staples,Theni,10/22/2015,East,2003.960908818668,0.27,187.68,Tamil Nadu
OD148,Harish,Fruits & Veggies,Fresh Vegetables,Tirunelveli,12-05-2017,Central,1533.3236310280192,0.33,292.5,Tamil Nadu
OD149,Veronica,Beverages,Health Drinks,Tenkasi,12-05-2017,Central,923.2851122393777,0.1,184.32,Tamil Nadu
OD150,Ravi,"Eggs, Meat & Fish",Fish,Vellore,12-05-2017,Central,2818.101457636788,0.26,734.45,Tamil Nadu
OD151,Muneer,Food Grains,Rice,Bodi,12-05-2017,Central,2790.252714874102,0.13,1029.15,Tamil Nadu
OD152,Jackson,Snacks,Chocolates,Pudukottai,3/13/2017,West,1569.359138084893,0.34,335.28,Tamil Nadu
OD153,Amy,Snacks,Cookies,Namakkal,3/13/2017,West,1126.3418937215126,0.26,76.68,Tamil Nadu
OD154,Ram,Food Grains,Organic Staples,Ramanadhapuram,5/31/2016,West,1779.4968808599517,0.28,234.27,Tamil Nadu
OD155,Jonas,Snacks,Noodles,Pudukottai,5/31/2016,West,2771.091005029585,0.14,626.08,Tamil Nadu
OD156,Ramesh,Fruits & Veggies,Fresh Vegetables,Viluppuram,5/31/2016,West,3081.9399097358305,0.32,809.56,Tamil Nadu
OD157,Peer,Snacks,Cookies,Coimbatore,5/28/2016,West,1656.0472805415259,0.2,456.74,Tamil Nadu
OD158,Komal,Oil & Masala,Edible Oil & Ghee,Salem,03-01-2015,West,2257.2079601697515,0.15,620.9,Tamil Nadu
OD159,Amy,Beverages,Soft Drinks,Karur,11/20/2017,Central,2827.0358532612936,0.21,1040.16,Tamil Nadu
OD160,Amrish,Food Grains,Dals & Pulses,Madurai,11/20/2017,Central,1829.9845216038505,0.11,148.7,Tamil Nadu
OD161,Yadav,Beverages,Soft Drinks,Ooty,05-11-2017,West,964.3551969127919,0.3,192.51,Tamil Nadu
OD162,Vinne,"Eggs, Meat & Fish",Fish,Kanyakumari,12/28/2016,East,1016.1081352958187,0.2,280.06,Tamil Nadu
OD163,Amrish,Snacks,Chocolates,Trichy,11/16/2017,West,1511.8829961323436,0.26,341.36,Tamil Nadu
OD164,Hussain,Snacks,Cookies,Theni,11-07-2017,West,2119.2645605378807,0.32,121.28,Tamil Nadu
OD165,Haseena,Food Grains,Atta & Flour,Ramanadhapuram,09-08-2015,Central,2186.558837837031,0.28,605.64,Tamil Nadu
OD166,Sudha,Beverages,Health Drinks,Madurai,09-08-2015,Central,2596.3099766522682,0.33,422.5,Tamil Nadu
OD167,Adavan,Snacks,Chocolates,Bodi,09-08-2015,Central,2581.233358334887,0.13,343.57,Tamil Nadu
OD168,Aditi,"Eggs, Meat & Fish",Mutton,Ooty,09-08-2015,Central,3661.3495579410237,0.25,491.4,Tamil Nadu
OD169,Krithika,Oil & Masala,Spices,Viluppuram,09-08-2015,Central,846.3251378217976,0.15,176.25,Tamil Nadu
OD170,Sharon,"Eggs, Meat & Fish",Chicken,Trichy,09-08-2015,Central,1487.921056030565,0.2,60.75,Tamil Nadu
OD171,Akash,Food Grains,Dals & Pulses,Krishnagiri,09-08-2015,Central,709.898803484671,0.25,237.36,Tamil Nadu
OD172,Sabeela,Beverages,Health Drinks,Tirunelveli,08-05-2015,West,1529.78758776288,0.11,564.8,Tamil Nadu
OD173,Surya,Food Grains,Dals & Pulses,Tirunelveli,08-05-2015,West,1164.5812547853443,0.32,150.29,Tamil Nadu
OD174,Alan,Fruits & Veggies,Organic Vegetables,Viluppuram,08-05-2015,West,3786.0892289646017,0.33,420.92,Tamil Nadu
OD175,Aditi,Fruits & Veggies,Fresh Vegetables,Karur,9/14/2015,Central,2502.872882642954,0.27,471.69,Tamil Nadu
OD176,Shah,Fruits & Veggies,Organic Fruits,Pudukottai,9/14/2015,Central,2580.1282550348074,0.15,848.39,Tamil Nadu
OD177,Mathew,Oil & Masala,Spices,Krishnagiri,4/21/2018,Central,2756.6328831052756,0.24,546.75,Tamil Nadu
OD178,Rumaiza,Snacks,Noodles,Vellore,11/21/2016,East,1605.6390622391834,0.29,223.52,Tamil Nadu
OD179,Arvind,Fruits & Veggies,Organic Fruits,Trichy,11/21/2016,East,980.8151441899049,0.3,55.12,Tamil Nadu
OD180,Krithika,Food Grains,Atta & Flour,Karur,12/15/2016,East,1998.8863638231476,0.16,343.72,Tamil Nadu
OD181,Arvind,Snacks,Cookies,Bodi,12-05-2015,Central,2307.2946093162836,0.25,433.35,Tamil Nadu
OD182,Ravi,Beverages,Health Drinks,Namakkal,12-05-2015,Central,2086.1403318076827,0.2,171.8,Tamil Nadu
OD183,Jonas,Oil & Masala,Edible Oil & Ghee,Madurai,11/19/2015,South,3086.791703172096,0.35,783.72,Tamil Nadu
OD184,Surya,Food Grains,Organic Staples,Cumbum,11/19/2015,South,770.6169056010561,0.19,236.98,Tamil Nadu
OD185,Amrish,Food Grains,Dals & Pulses,Dindigul,11/19/2015,South,1092.9652101875183,0.28,195.5,Tamil Nadu
OD186,Shah,Snacks,Noodles,Chennai,11/28/2017,East,2215.803268579982,0.35,97.16,Tamil Nadu
OD187,Krithika,Bakery,Cakes,Cumbum,8/26/2015,West,3084.3009982034505,0.21,792.4,Tamil Nadu
OD188,Anu,Beverages,Soft Drinks,Pudukottai,7/16/2017,Central,1002.1990094009963,0.16,138.21,Tamil Nadu
OD189,Yusuf,Fruits & Veggies,Organic Fruits,Madurai,7/16/2017,Central,2569.771065809216,0.24,564.2,Tamil Nadu
OD190,Rumaiza,Beverages,Soft Drinks,Vellore,10-12-2016,East,1860.7723927025156,0.3,472.89,Tamil Nadu
OD191,Amrish,Fruits & Veggies,Organic Fruits,Chennai,10-12-2016,East,2344.8894205323727,0.11,334.88,Tamil Nadu
OD192,Muneer,Fruits & Veggies,Fresh Vegetables,Chennai,10-12-2016,East,2881.035100900114,0.17,623.21,Tamil Nadu
OD193,Anu,Beverages,Health Drinks,Dharmapuri,10-12-2016,East,2960.779286342476,0.32,414.12,Tamil Nadu
OD194,Suresh,Oil & Masala,Masalas,Dharmapuri,10-12-2016,East,2575.87781158533,0.25,432.6,Tamil Nadu
OD195,Peer,"Eggs, Meat & Fish",Eggs,Tirunelveli,10/31/2016,West,1406.8487587875138,0.12,340.75,Tamil Nadu
OD196,Sundar,Oil & Masala,Edible Oil & Ghee,Theni,3/21/2015,East,1422.0129284007212,0.25,191.14,Tamil Nadu
OD197,Sudeep,Bakery,Breads & Buns,Karur,3/21/2015,East,1622.6244872392601,0.16,380.43,Tamil Nadu
OD198,Verma,Food Grains,Organic Staples,Pudukottai,11-06-2018,East,1394.1904746834214,0.34,338.18,Tamil Nadu
OD199,Surya,"Eggs, Meat & Fish",Mutton,Tirunelveli,07-06-2018,East,1968.2698187338992,0.3,527.28,Tamil Nadu
OD200,Sudha,"Eggs, Meat & Fish",Eggs,Trichy,07-06-2018,East,859.7994256879515,0.25,170.5,Tamil Nadu
OD201,James,Food Grains,Organic Staples,Tirunelveli,6/24/2018,East,2373.723443228532,0.22,243.32,Tamil Nadu
OD202,Vidya,Bakery,Cakes,Salem,08-03-2015,West,3464.6409338337494,0.25,484.2,Tamil Nadu
OD203,Jackson,Food Grains,Organic Staples,Ramanadhapuram,08-03-2015,West,3296.345004092849,0.24,404.1,Tamil Nadu
OD204,Akash,Oil & Masala,Masalas,Vellore,12/17/2018,Central,1151.7006638623272,0.12,295.68,Tamil Nadu
OD205,Ram,Oil & Masala,Spices,Virudhunagar,06-03-2018,South,1355.5367542900326,0.3,185.94,Tamil Nadu
OD206,Vinne,"Eggs, Meat & Fish",Mutton,Madurai,12-09-2018,West,2679.7525570249586,0.29,139.86,Tamil Nadu
OD207,Verma,"Eggs, Meat & Fish",Chicken,Perambalur,12-01-2018,Central,1875.1836807529521,0.15,646.36,Tamil Nadu
OD208,Haseena,"Eggs, Meat & Fish",Eggs,Ramanadhapuram,12-01-2018,Central,2708.6929520782282,0.25,360.81,Tamil Nadu
OD209,Esther,"Eggs, Meat & Fish",Mutton,Pudukottai,12-01-2018,Central,2965.2014623755467,0.2,153.58,Tamil Nadu
OD210,Amrish,Beverages,Soft Drinks,Vellore,12-01-2018,Central,3534.970455485147,0.29,504.92,Tamil Nadu
OD211,Hafiz,Fruits & Veggies,Organic Vegetables,Kanyakumari,12-01-2018,Central,917.8172321012139,0.3,207.06,Tamil Nadu
OD212,Verma,"Eggs, Meat & Fish",Chicken,Trichy,02-09-2016,Central,3537.868595134495,0.26,423.54,Tamil Nadu
OD213,Peer,Beverages,Soft Drinks,Salem,01-02-2016,East,2100.7566805717684,0.15,270.47,Tamil Nadu
OD214,Arutra,Food Grains,Rice,Krishnagiri,01-02-2016,East,1664.3782363016744,0.11,527.67,Tamil Nadu
OD215,Jonas,Beverages,Health Drinks,Namakkal,01-02-2016,East,1309.1425370466848,0.21,81.6,Tamil Nadu
